run_idx,prompt_id,prompt_text,seed,condition,node_type,angle,d_target,prefix,expected_file
152,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s42_scramble_A,S08_papercraft_s42_scramble_A_00001_.png
153,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s42_scramble_B,S08_papercraft_s42_scramble_B_00001_.png
154,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S08_papercraft_s1337_baseline,S08_papercraft_s1337_baseline_00001_.png
155,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_Block_1_pos,S08_papercraft_s1337_Block_1_pos_00001_.png
156,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_Block_1_neg,S08_papercraft_s1337_Block_1_neg_00001_.png
157,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_Block_6_pos,S08_papercraft_s1337_Block_6_pos_00001_.png
158,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_Block_6_neg,S08_papercraft_s1337_Block_6_neg_00001_.png
159,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_scramble_A,S08_papercraft_s1337_scramble_A_00001_.png
160,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s1337_scramble_B,S08_papercraft_s1337_scramble_B_00001_.png
161,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S08_papercraft_s4242145_baseline,S08_papercraft_s4242145_baseline_00001_.png
162,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s4242145_Block_1_pos,S08_papercraft_s4242145_Block_1_pos_00001_.png
163,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s4242145_Block_1_neg,S08_papercraft_s4242145_Block_1_neg_00001_.png
164,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S08_papercraft_s4242145_Block_6_pos,S08_papercraft_s4242145_Block_6_pos_00001_.png
165,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S08_papercraft_s4242145_Block_6_neg,S08_papercraft_s4242145_Block_6_neg_00001_.png
166,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s4242145_scramble_A,S08_papercraft_s4242145_scramble_A_00001_.png
167,S08_papercraft,"Style: layered cut paper craft, 3D paper collage, visible paper edges, cast shadows, tactile depth. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S08_papercraft_s4242145_scramble_B,S08_papercraft_s4242145_scramble_B_00001_.png
168,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S09_fresco_s42_baseline,S09_fresco_s42_baseline_00001_.png
169,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s42_Block_1_pos,S09_fresco_s42_Block_1_pos_00001_.png
170,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S09_fresco_s42_Block_1_neg,S09_fresco_s42_Block_1_neg_00001_.png
171,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S09_fresco_s42_Block_6_pos,S09_fresco_s42_Block_6_pos_00001_.png
172,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S09_fresco_s42_Block_6_neg,S09_fresco_s42_Block_6_neg_00001_.png
173,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s42_scramble_A,S09_fresco_s42_scramble_A_00001_.png
174,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s42_scramble_B,S09_fresco_s42_scramble_B_00001_.png
175,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S09_fresco_s1337_baseline,S09_fresco_s1337_baseline_00001_.png
176,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s1337_Block_1_pos,S09_fresco_s1337_Block_1_pos_00001_.png
177,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S09_fresco_s1337_Block_1_neg,S09_fresco_s1337_Block_1_neg_00001_.png
178,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S09_fresco_s1337_Block_6_pos,S09_fresco_s1337_Block_6_pos_00001_.png
179,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S09_fresco_s1337_Block_6_neg,S09_fresco_s1337_Block_6_neg_00001_.png
180,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s1337_scramble_A,S09_fresco_s1337_scramble_A_00001_.png
181,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s1337_scramble_B,S09_fresco_s1337_scramble_B_00001_.png
182,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S09_fresco_s4242145_baseline,S09_fresco_s4242145_baseline_00001_.png
183,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s4242145_Block_1_pos,S09_fresco_s4242145_Block_1_pos_00001_.png
184,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S09_fresco_s4242145_Block_1_neg,S09_fresco_s4242145_Block_1_neg_00001_.png
185,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S09_fresco_s4242145_Block_6_pos,S09_fresco_s4242145_Block_6_pos_00001_.png
186,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S09_fresco_s4242145_Block_6_neg,S09_fresco_s4242145_Block_6_neg_00001_.png
187,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s4242145_scramble_A,S09_fresco_s4242145_scramble_A_00001_.png
188,S09_fresco,"Style: ancient Renaissance fresco mural, weathered plaster texture, distressed pigment, crackled wall surface. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S09_fresco_s4242145_scramble_B,S09_fresco_s4242145_scramble_B_00001_.png
189,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S10_synthwave_s42_baseline,S10_synthwave_s42_baseline_00001_.png
190,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s42_Block_1_pos,S10_synthwave_s42_Block_1_pos_00001_.png
191,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s42_Block_1_neg,S10_synthwave_s42_Block_1_neg_00001_.png
192,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S10_synthwave_s42_Block_6_pos,S10_synthwave_s42_Block_6_pos_00001_.png
193,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S10_synthwave_s42_Block_6_neg,S10_synthwave_s42_Block_6_neg_00001_.png
194,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s42_scramble_A,S10_synthwave_s42_scramble_A_00001_.png
195,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s42_scramble_B,S10_synthwave_s42_scramble_B_00001_.png
196,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S10_synthwave_s1337_baseline,S10_synthwave_s1337_baseline_00001_.png
197,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s1337_Block_1_pos,S10_synthwave_s1337_Block_1_pos_00001_.png
198,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s1337_Block_1_neg,S10_synthwave_s1337_Block_1_neg_00001_.png
199,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S10_synthwave_s1337_Block_6_pos,S10_synthwave_s1337_Block_6_pos_00001_.png
200,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S10_synthwave_s1337_Block_6_neg,S10_synthwave_s1337_Block_6_neg_00001_.png
201,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s1337_scramble_A,S10_synthwave_s1337_scramble_A_00001_.png
202,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s1337_scramble_B,S10_synthwave_s1337_scramble_B_00001_.png
203,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,baseline,rotator,0.0,0.0,rotations_block1_vs_block6/S10_synthwave_s4242145_baseline,S10_synthwave_s4242145_baseline_00001_.png
204,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_pos,rotator,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s4242145_Block_1_pos,S10_synthwave_s4242145_Block_1_pos_00001_.png
205,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_1_neg,rotator,-23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s4242145_Block_1_neg,S10_synthwave_s4242145_Block_1_neg_00001_.png
206,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_pos,rotator,32.21,0.045,rotations_block1_vs_block6/S10_synthwave_s4242145_Block_6_pos,S10_synthwave_s4242145_Block_6_pos_00001_.png
207,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_6_neg,rotator,-32.21,0.045,rotations_block1_vs_block6/S10_synthwave_s4242145_Block_6_neg,S10_synthwave_s4242145_Block_6_neg_00001_.png
208,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_A,scramble,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s4242145_scramble_A,S10_synthwave_s4242145_scramble_A_00001_.png
209,S10_synthwave,"Style: retro 80s synthwave vector art, wireframe grid, duotone gradient, airbrush aesthetic, retrowave styling. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_B,scramble,23.69,0.045,rotations_block1_vs_block6/S10_synthwave_s4242145_scramble_B,S10_synthwave_s4242145_scramble_B_00001_.png
210,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S01_oil_s42_Block_3_pos,S01_oil_s42_Block_3_pos_00001_.png
211,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S01_oil_s42_Block_3_neg,S01_oil_s42_Block_3_neg_00001_.png
212,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S01_oil_s42_scramble_C,S01_oil_s42_scramble_C_00001_.png
213,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S01_oil_s42_scramble_D,S01_oil_s42_scramble_D_00001_.png
214,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S01_oil_s1337_Block_3_pos,S01_oil_s1337_Block_3_pos_00001_.png
215,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S01_oil_s1337_Block_3_neg,S01_oil_s1337_Block_3_neg_00001_.png
216,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S01_oil_s1337_scramble_C,S01_oil_s1337_scramble_C_00001_.png
217,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S01_oil_s1337_scramble_D,S01_oil_s1337_scramble_D_00001_.png
218,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S01_oil_s4242145_Block_3_pos,S01_oil_s4242145_Block_3_pos_00001_.png
219,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S01_oil_s4242145_Block_3_neg,S01_oil_s4242145_Block_3_neg_00001_.png
220,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S01_oil_s4242145_scramble_C,S01_oil_s4242145_scramble_C_00001_.png
221,S01_oil,"Style: classic oil painting on textured canvas, visible impasto brushwork, rich blending, fine art realism. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",4242145,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S01_oil_s4242145_scramble_D,S01_oil_s4242145_scramble_D_00001_.png
222,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s42_Block_3_pos,S02_linocut_s42_Block_3_pos_00001_.png
223,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,Block_3_neg,rotator,-25.24,0.045,rotations_block1_vs_block6/S02_linocut_s42_Block_3_neg,S02_linocut_s42_Block_3_neg_00001_.png
224,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_C,scramble,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s42_scramble_C,S02_linocut_s42_scramble_C_00001_.png
225,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",42,scramble_D,scramble,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s42_scramble_D,S02_linocut_s42_scramble_D_00001_.png
226,S02_linocut,"Style: bold linocut print, sharp relief carving, graphic ink lines, paper texture, stark contrasts. Subject: a red and white vintage sports car cruising along a scenic coastal cliff road, ocean waves, rocky shoreline, golden hour, clear sky.",1337,Block_3_pos,rotator,25.24,0.045,rotations_block1_vs_block6/S02_linocut_s1337_Block_3_pos,S02_linocut_s1337_Block_3_pos_00001_.png
